date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:29:58	1219/1219	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202024%2023:25:58%20GMT	https://klariselaundry.co.id/wp-content/uploads/2024/06/Artboard-1_3.png	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/uploads/2024/06/Artboard-1_3.png	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:01	1205/1205	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202024%2023:28:16%20GMT	https://klariselaundry.co.id/wp-content/uploads/2024/06/Artboard-1_9.png	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/uploads/2024/06/Artboard-1_9.png	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:02	1721/1721	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202024%2023:25:56%20GMT	https://klariselaundry.co.id/wp-content/uploads/2024/06/Artboard-1_2.png	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/uploads/2024/06/Artboard-1_2.png	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:05	10094/10094	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Jul%202024%2012:58:34%20GMT	https://klariselaundry.co.id/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:06	201992/201992	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202024%2023:21:35%20GMT	https://klariselaundry.co.id/wp-content/uploads/2024/06/banner1.png	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/uploads/2024/06/banner1.png	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:06	33030/33030	---M-Z	200	added ('OK')	text/css	date:Fri,%2021%20Jun%202024%2016:53:58%20GMT	https://klariselaundry.co.id/wp-content/plugins/elementor-pro/assets/css/widget-carousel.min.css	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/plugins/elementor-pro/assets/css/widget-carousel.min.css	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:13	72980/72980	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jul%202024%2023:22:21%20GMT	https://klariselaundry.co.id/wp-content/uploads/2024/06/Ayu-Lestari.jpg	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/uploads/2024/06/Ayu-Lestari.jpg	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:14	24551/24551	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jul%202024%2023:22:16%20GMT	https://klariselaundry.co.id/wp-content/uploads/2024/06/Maya-Puspita.jpg	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/uploads/2024/06/Maya-Puspita.jpg	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:15	40444/40444	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jul%202024%2023:22:17%20GMT	https://klariselaundry.co.id/wp-content/uploads/2024/06/Citra-Dewi.jpg	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/uploads/2024/06/Citra-Dewi.jpg	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:19	23444/23444	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jul%202024%2023:25:35%20GMT	https://klariselaundry.co.id/wp-content/uploads/2024/06/Nugraha-Putra.jpg	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/uploads/2024/06/Nugraha-Putra.jpg	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:19	38473/38473	---M--	200	added ('OK')	image/jpeg	date:Mon,%2001%20Jul%202024%2023:25:39%20GMT	https://klariselaundry.co.id/wp-content/uploads/2024/06/Mardianto.jpg	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/uploads/2024/06/Mardianto.jpg	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:19	21151/21151	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202024%2023:18:05%20GMT	https://klariselaundry.co.id/wp-content/uploads/2024/06/klarise.png	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/uploads/2024/06/klarise.png	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:20	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2017%20Sep%202024%2004:30:27%20GMT	https://klariselaundry.co.id/term-of-services	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/term-of-services	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:20	5950/5950	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jul%202024%2023:21:50%20GMT	https://klariselaundry.co.id/wp-content/uploads/2024/06/Logo-Klarise-Laundry.png	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/uploads/2024/06/Logo-Klarise-Laundry.png	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:20	111309/111309	---MCZ	200	added ('OK')	text/html	etag:%229691-1726173775;gz%22	https://klariselaundry.co.id/privacy-policy/	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/privacy-policy/index.html	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:22	18468/18468	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Jul%202024%2012:59:03%20GMT	https://klariselaundry.co.id/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.23.2	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/plugins/elementor/assets/lib/animations/animations.min5f06.css	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:23	110214/110214	---MCZ	200	added ('OK')	text/html	etag:%229692-1726173775;gz%22	https://klariselaundry.co.id/term-of-services/	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/term-of-services/index.html	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:28	3303/3303	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Jul%202024%2012:59:04%20GMT	https://klariselaundry.co.id/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min.css?ver=1.2.0	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min7359.css	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:33	10787/10787	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Jul%202024%2013:01:22%20GMT	https://klariselaundry.co.id/wp-content/uploads/elementor/css/post-424.css?ver=1721912482	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/uploads/elementor/css/post-424b594.css	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:34	104055/104055	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2023%20Jun%202024%2020:42:35%20GMT	https://klariselaundry.co.id/wp-content/plugins/whatsapp-wp/assets/dist/js/njt-whatsapp.js?ver=3.2.2	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/plugins/whatsapp-wp/assets/dist/js/njt-whatsappee9a.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:34	888/888	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2023%20Jun%202024%2020:42:35%20GMT	https://klariselaundry.co.id/wp-content/plugins/whatsapp-wp/assets/js/whatsapp-button.js?ver=3.2.2	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/plugins/whatsapp-wp/assets/js/whatsapp-buttonee9a.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:37	2710/2710	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2025%20Jul%202024%2012:57:14%20GMT	https://klariselaundry.co.id/wp-content/plugins/wp-statistics/assets/js/tracker.js?ver=14.9.2	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/plugins/wp-statistics/assets/js/trackere24f.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:37	19244/19244	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Jun%202024%2016:33:02%20GMT	https://klariselaundry.co.id/wp-content/themes/busia/assets/js/busia-custom.js?ver=1726027049	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/themes/busia/assets/js/busia-customa8c0.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:37	139164/139164	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Jun%202024%2016:33:02%20GMT	https://klariselaundry.co.id/wp-content/themes/busia/assets/js/swiper.min.js?ver=1726027049	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/themes/busia/assets/js/swiper.mina8c0.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:38	19193/19193	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Jun%202024%2016:33:03%20GMT	https://klariselaundry.co.id/wp-content/themes/busia/assets/js/popper.min.js?ver=1726027049	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/themes/busia/assets/js/popper.mina8c0.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:38	233727/233727	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Jun%202024%2016:33:01%20GMT	https://klariselaundry.co.id/wp-content/themes/busia/assets/js/bootstrap.min.js?ver=1726027049	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/themes/busia/assets/js/bootstrap.mina8c0.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:38	18833/18833	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2018%20Jun%202024%2015:58:26%20GMT	https://klariselaundry.co.id/wp-includes/js/underscore.min.js?ver=1.13.4	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-includes/js/underscore.mind584.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:38	261655/261655	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Jun%202024%2016:33:02%20GMT	https://klariselaundry.co.id/wp-content/themes/busia/assets/js/menu-vendor.js?ver=1726027049	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/themes/busia/assets/js/menu-vendora8c0.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:39	1426/1426	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2018%20Jun%202024%2015:58:26%20GMT	https://klariselaundry.co.id/wp-includes/js/wp-util.min.js?ver=6.6.2	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-includes/js/wp-util.min109c.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:39	15606/15606	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Jun%202024%2016:33:02%20GMT	https://klariselaundry.co.id/wp-content/themes/busia/assets/js/busia-app.js?ver=1726027049	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/themes/busia/assets/js/busia-appa8c0.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:39	8866/8866	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Jun%202024%2016:33:02%20GMT	https://klariselaundry.co.id/wp-content/themes/busia/assets/js/busia-vertical-menu.js?ver=1726027049	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/themes/busia/assets/js/busia-vertical-menua8c0.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:39	3278/3278	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Jun%202024%2016:33:03%20GMT	https://klariselaundry.co.id/wp-content/themes/busia/assets/js/jquery.matchHeight-min.js?ver=1726027049	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/themes/busia/assets/js/jquery.matchHeight-mina8c0.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:40	3995/3995	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Jun%202024%2016:33:02%20GMT	https://klariselaundry.co.id/wp-content/themes/busia/assets/js/popup-video.js?ver=1726027049	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/themes/busia/assets/js/popup-videoa8c0.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:40	60161/60161	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Jun%202024%2016:33:03%20GMT	https://klariselaundry.co.id/wp-content/themes/busia/assets/js/fancy-box.js?ver=1726027049	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/themes/busia/assets/js/fancy-boxa8c0.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:40	40808/40808	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Jun%202024%2016:33:02%20GMT	https://klariselaundry.co.id/wp-content/themes/busia/assets/js/sweetalert.min.js?ver=1726027049	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/themes/busia/assets/js/sweetalert.mina8c0.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:40	1390/1390	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Jun%202024%2016:33:02%20GMT	https://klariselaundry.co.id/wp-content/themes/busia/assets/js/ajax_add_to_cart.js?ver=1726027049	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/themes/busia/assets/js/ajax_add_to_carta8c0.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:41	24109/24109	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Jun%202024%2016:54:10%20GMT	https://klariselaundry.co.id/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.2.1	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min1576.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:41	254086/254086	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2024%20Jun%202024%2017:52:16%20GMT	https://klariselaundry.co.id/wp-content/plugins/3d-flipbook-dflip-lite/assets/js/dflip.min.js?ver=2.2.54	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/plugins/3d-flipbook-dflip-lite/assets/js/dflip.mincf4c.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:41	15347/15347	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2025%20Jul%202024%2012:59:04%20GMT	https://klariselaundry.co.id/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min.js?ver=1.2.0	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min7359.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:41	1801/1801	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2025%20Jul%202024%2012:59:11%20GMT	https://klariselaundry.co.id/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js?ver=0.2.1	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min3958.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:42	5520/5520	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2018%20Jun%202024%2015:58:26%20GMT	https://klariselaundry.co.id/wp-includes/js/imagesloaded.min.js?ver=5.0.0	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-includes/js/imagesloaded.minbb93.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:42	543/543	---M-Z	200	added ('OK')	text/javascript	date:Sun,%2023%20Jun%202024%2020:42:35%20GMT	https://klariselaundry.co.id/wp-content/plugins/whatsapp-wp/assets/js/whatsapp-popup.js?ver=6.6.2	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/plugins/whatsapp-wp/assets/js/whatsapp-popup109c.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:43	5825/5825	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Jun%202024%2016:54:09%20GMT	https://klariselaundry.co.id/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.21.2	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min08e6.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:43	4997/4997	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2025%20Jul%202024%2012:59:03%20GMT	https://klariselaundry.co.id/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.23.2	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/plugins/elementor/assets/js/webpack.runtime.min5f06.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:43	73568/73568	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2025%20Jul%202024%2012:58:58%20GMT	https://klariselaundry.co.id/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.23.2	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/plugins/elementor/assets/js/frontend-modules.min5f06.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:44	4307/4307	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2018%20Jun%202024%2015:58:26%20GMT	https://klariselaundry.co.id/wp-includes/js/dist/hooks.min.js?ver=2810c76e705dd1a53b18	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-includes/js/dist/hooks.min2757.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:44	9141/9141	---M-Z	200	added ('OK')	text/javascript	date:Tue,%2018%20Jun%202024%2015:58:26%20GMT	https://klariselaundry.co.id/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-includes/js/dist/i18n.minc33c.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
11:30:44	25066/25066	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2021%20Jun%202024%2016:54:01%20GMT	https://klariselaundry.co.id/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.21.2	C:/My%20Web%20Sites/rancak-laundry-web2/klariselaundry.co.id/wp-content/plugins/elementor-pro/assets/js/frontend.min08e6.js	(from https://klariselaundry.co.id/?gad_source=1&gclid=CjwKCAjwreW2BhBhEiwAavLwfI1k7c2IruQCRaH3x4bhr-fFyI3fo2h_cYdzotHQRiZn4yh796SzQhoCIGUQAvD_BwE)
